price,stock_xfer_date
208.01,2023-07-27
331.16,2023-03-26
212.58,2023-03-15
475.19,2023-03-25
388.76,2023-07-16
38.37,2023-06-08
354.35,2023-03-16
268.07,2023-04-17
296.83,2023-03-15
475.93,2023-05-18
105.09,2023-03-25
450.24,2023-05-22
48.11,2023-06-28
25.27,2023-04-16
220.53,2023-06-12
31.26,2023-05-27
256.85,2023-06-29
446.26,2023-06-16
132.01,2023-03-27
279.3,2023-03-16
493.39,2023-04-25
190.18,2023-04-07
111.65,2023-04-24
344.14,2023-06-12
281.92,2023-04-01
245.47,2023-05-17
48.87,2023-04-06
432.98,2023-05-12
479.33,2023-04-10
439.34,2023-07-07
164.24,2023-03-19
307,2023-05-14
416.56,2023-06-01
161.34,2023-03-23
77.11,2023-03-27
325.01,2023-04-17
124.87,2023-04-28
492.95,2023-04-29
242.14,2023-06-12
405.6,2023-05-20
389.98,2023-07-03
315.26,2023-05-01
24.61,2023-05-17
224.79,2023-05-23
483.99,2023-04-17
154.1,2023-03-18
271.63,2023-06-07
187.58,2023-05-20
397.39,2023-04-05
284.2,2023-07-30
227.05,2023-03-25
133.96,2023-05-12
249.07,2023-03-30
46.56,2023-05-20
297.46,2023-05-08
267.44,2023-07-01
339.47,2023-04-09
274.4,2023-07-11
25.15,2023-05-29
238.28,2023-05-30
453.72,2023-04-01
214.83,2023-04-17
132.67,2023-07-18
472.47,2023-05-26
462.17,2023-07-10
215.88,2023-04-22
270.7,2023-04-02
223.76,2023-04-21
251.83,2023-07-13
210.34,2023-06-14
448.03,2023-06-01
77.17,2023-04-22
23.79,2023-07-30
315.81,2023-03-20
361.24,2023-03-22
156.49,2023-04-13
411.02,2023-04-07
403.83,2023-07-27
318.41,2023-03-23
493.55,2023-07-22
98.85,2023-05-10
462.02,2023-05-20
153.02,2023-06-24
330.29,2023-06-24
188.97,2023-04-09
74.52,2023-06-30
52.34,2023-05-13
227.58,2023-06-21
21.35,2023-04-07
337.15,2023-06-07
108.29,2023-07-15
419.09,2023-07-07
289.87,2023-05-01
197.48,2023-06-11
275.07,2023-04-12
229.6,2023-06-09
240.4,2023-05-15
351.48,2023-07-16
209.79,2023-05-22
204.96,2023-05-04
20.27,2023-07-27
161.06,2023-03-15
455.9,2023-06-28
371.42,2023-07-05
190.58,2023-07-19
316,2023-03-27
280.53,2023-06-14
235.12,2023-05-09
116.24,2023-04-15
499.32,2023-04-22
407.43,2023-05-30
175.29,2023-04-09
494.1,2023-05-16
281.91,2023-04-25
250.23,2023-07-10
91.68,2023-07-19
109.21,2023-03-24
251.52,2023-06-08
453.61,2023-05-27
495.9,2023-06-04
150.97,2023-04-21
39.33,2023-04-01
416.62,2023-06-23
381.85,2023-05-04
315.23,2023-03-27
385.81,2023-05-28
200.27,2023-06-26
391.03,2023-07-06
182.65,2023-06-29
374.84,2023-05-17
152.86,2023-06-29
429.33,2023-04-09
155.61,2023-03-18
408.25,2023-07-28
143.32,2023-03-30
115.83,2023-04-14
15.53,2023-03-16
273.16,2023-04-08
41.61,2023-06-11
453.95,2023-07-30
309.51,2023-07-24
216.33,2023-07-14
71.75,2023-06-13
269.91,2023-05-08
431.11,2023-06-25
327.38,2023-04-08
158.8,2023-03-26
423.86,2023-07-30
128.67,2023-07-10
94.07,2023-04-29
360.44,2023-06-20
496.4,2023-03-23
89.24,2023-07-30
204.69,2023-03-30
36.67,2023-06-13
436.93,2023-07-08
90.5,2023-03-29
444.43,2023-05-06
155.64,2023-07-01
373.54,2023-07-17
34.52,2023-05-05
271.05,2023-05-09
442.69,2023-05-21
448,2023-06-05
125.94,2023-06-19
224.35,2023-05-06
400.69,2023-07-28
492.27,2023-07-11
80.62,2023-07-28
443.44,2023-03-16
369.77,2023-06-01
184.42,2023-06-06
225.91,2023-07-04
136.08,2023-07-22
342.88,2023-04-25
497.28,2023-07-21
389.33,2023-07-20
123.54,2023-07-24
133.59,2023-04-15
406.81,2023-03-17
433.34,2023-07-29
145.52,2023-04-18
96.16,2023-05-05
382.38,2023-06-17
492.57,2023-04-11
267.27,2023-06-03
68.44,2023-05-04
291.68,2023-07-06
97.92,2023-04-28
31.63,2023-05-31
189.87,2023-05-22
482.36,2023-05-31
215.55,2023-04-20
186.35,2023-04-10
126.16,2023-05-14
393.43,2023-05-04
191.32,2023-03-24
381.83,2023-05-13
403.67,2023-07-08
89.79,2023-04-13
138.8,2023-05-06
164.35,2023-07-18
302.27,2023-03-21
73.94,2023-07-06
107.92,2023-05-15
239.74,2023-04-26
74,2023-03-28
282.82,2023-03-23
437.49,2023-04-14
108.43,2023-05-21
298.62,2023-04-22
133.76,2023-04-26
330.26,2023-07-17
138.07,2023-04-30
148.44,2023-05-31
236.1,2023-04-19
47.96,2023-05-20
294.87,2023-05-14
196.27,2023-05-15
431.31,2023-07-14
471.08,2023-04-02
105.55,2023-05-22
277.48,2023-06-02
194.82,2023-04-22
168.39,2023-05-05
28.13,2023-05-28
170.54,2023-04-24
128.71,2023-07-24
453.86,2023-07-14
425.14,2023-05-14
142.42,2023-07-07
73.99,2023-04-05
58.21,2023-04-03
441.48,2023-04-01
422.88,2023-04-28
437.56,2023-03-31
55.46,2023-06-29
31.21,2023-03-20
354.44,2023-07-30
154.78,2023-07-30
136.36,2023-06-16
411.05,2023-03-16
135.35,2023-05-15
290.07,2023-06-26
324.69,2023-07-05
50.03,2023-07-15
192.72,2023-05-06
267.68,2023-04-26
440.79,2023-05-06
359.98,2023-06-11
386.41,2023-05-16
187.75,2023-07-03
343.45,2023-05-10
267.87,2023-04-07
75.54,2023-07-08
259.64,2023-06-30
429.42,2023-03-28
426.21,2023-03-19
256.61,2023-06-07
477.65,2023-04-12
382.66,2023-07-20
344.11,2023-03-29
140.37,2023-04-30
494.74,2023-04-28
223.88,2023-05-23
126.35,2023-06-28
212.95,2023-05-10
368.32,2023-07-04
191.9,2023-05-15
78.43,2023-06-12
152.39,2023-07-14
448.01,2023-07-09
443.88,2023-06-29
156.54,2023-05-31
388.61,2023-05-11
399.89,2023-07-24
40.69,2023-04-11
70.42,2023-06-24
314.41,2023-06-18
352.81,2023-03-20
71.45,2023-05-27
44.1,2023-06-01
160.75,2023-06-22
439.58,2023-07-23
359.66,2023-07-14
319.88,2023-03-24
241.07,2023-04-05
234.42,2023-07-06
436.79,2023-05-27
214.31,2023-07-26
380.74,2023-05-11
11.68,2023-07-20
333.45,2023-03-18
161.06,2023-04-13
498.51,2023-06-11
301.76,2023-07-26
257.89,2023-04-15
235.91,2023-05-16
22.57,2023-07-21
193.39,2023-06-14
412.64,2023-03-22
396.49,2023-04-08
271.67,2023-05-07
371.15,2023-05-11
252.72,2023-07-04
115.38,2023-05-14
428.07,2023-04-17
152.72,2023-05-15
473.27,2023-06-01
307.35,2023-07-07
480.85,2023-07-06
154.17,2023-03-17
414.87,2023-04-23
273.39,2023-06-03
32.61,2023-07-22
155.29,2023-05-03
217.32,2023-07-30
372.44,2023-07-12
41.67,2023-04-24
208.86,2023-06-17
252.2,2023-06-06
353.81,2023-05-29
185.43,2023-05-17
436.68,2023-06-29
68.55,2023-03-24
383.29,2023-04-28
52.65,2023-04-25
158.46,2023-07-20
81.79,2023-05-23
36.44,2023-06-03
29.04,2023-07-09
269.71,2023-05-21
386.91,2023-04-01
199.26,2023-04-21
122.54,2023-05-27
398.89,2023-07-07
60.6,2023-06-16
412.57,2023-06-21
36.45,2023-04-30
402.07,2023-05-18
120.89,2023-04-12
439.05,2023-05-16
497.78,2023-04-03
478.93,2023-06-27
185.57,2023-05-19
115.9,2023-06-05
303.91,2023-04-27
148.62,2023-05-11
242.68,2023-07-11
102.6,2023-03-31
373.49,2023-05-14
229.39,2023-04-24
277.07,2023-06-07
112.97,2023-05-04
474.29,2023-03-26
480.4,2023-06-11
75.09,2023-04-23
161.6,2023-04-02
113.5,2023-06-13
196.87,2023-04-16
107.92,2023-05-30
108.26,2023-05-02
198.01,2023-06-26
15.8,2023-06-07
391.79,2023-07-10
36.41,2023-03-16
414.39,2023-05-28
283.95,2023-04-29
396.4,2023-04-23
118.97,2023-06-26
222.01,2023-05-18
483.31,2023-05-20
28.05,2023-04-27
21.48,2023-07-12
229.81,2023-09-17
322.11,2023-10-30
176.18,2023-10-04
331.49,2023-09-25
45.22,2023-09-03
103.02,2023-08-03
189.22,2023-12-01
141.34,2023-09-10
464.04,2023-09-17
312.98,2023-11-09
395.57,2023-08-23
384.96,2023-09-29
294.11,2023-09-30
302.71,2023-11-10
45.34,2023-10-04
111.16,2023-11-30
390.3,2023-08-26
101.45,2023-08-03
402.31,2023-11-23
233.38,2023-12-03
329.15,2023-09-30
265.5,2023-12-22
373.91,2023-12-24
229.38,2023-09-26
272.05,2023-12-30
145.28,2023-09-21
335.57,2023-12-20
371.57,2023-08-18
152.8,2023-08-24
430.65,2023-12-09
44.57,2023-12-04
238.49,2023-12-03
299.49,2023-11-01
181.37,2023-10-22
492.79,2023-12-26
334.23,2023-12-19
471.6,2023-12-27
196.87,2023-11-25
24.5,2023-10-07
232.91,2023-10-29
202.37,2023-12-25
497.46,2023-10-30
39.78,2023-12-19
484.23,2023-08-16
477.69,2023-12-11
494.26,2023-08-12
300.53,2023-09-13
493.4,2023-08-27
406.95,2023-12-21
223.8,2023-09-03
36.82,2023-08-24
293.06,2023-08-29
36.4,2023-08-16
433.67,2023-08-18
485.3,2023-09-05
29.63,2023-08-25
249.01,2023-12-21
263.27,2023-09-13
261.53,2023-09-14
182.06,2023-11-20
269.01,2023-08-11
330.82,2023-11-30
336.67,2023-12-31
173.36,2023-10-23
339.84,2023-12-28
12.72,2023-12-31
425.81,2023-09-15
72.42,2023-11-01
167.96,2023-08-23
449.07,2023-12-20
488.58,2023-11-18
300.27,2023-10-27
320.46,2023-10-01
275,2023-08-22
245.8,2023-09-12
376.04,2023-08-03
392.93,2023-10-05
220.61,2023-08-01
120.46,2023-08-06
19.36,2023-08-24
155.87,2023-11-22
220.58,2023-11-23
156.31,2023-09-21
378.3,2023-10-25
295.83,2023-08-26
44.15,2023-10-29
180.28,2023-08-22
27.8,2023-11-07
119.96,2023-11-17
305.82,2023-12-01
169.26,2023-12-14
412.78,2023-08-02
31.24,2023-10-07
22.26,2023-11-12
461.95,2023-08-03
477.78,2023-11-16
90.26,2023-11-15
80.09,2023-08-27
423.5,2023-11-25
271.74,2023-12-24
191.06,2023-09-04
357.1,2023-11-08
280.12,2023-08-11
129.88,2023-08-04
93.23,2023-10-10
420.86,2023-08-24
431.82,2023-11-24
348.94,2023-09-25
388.67,2023-11-19
246.37,2023-12-23
431.56,2023-08-19
287.79,2023-09-20
204.76,2023-10-25
254.12,2023-09-12
200.6,2023-10-21
111.26,2023-10-18
124.94,2023-12-10
359.5,2023-12-15
156.27,2023-10-15
303.23,2023-12-15
398.4,2023-11-16
289.67,2023-09-29
12.05,2023-10-13
298.26,2023-12-17
124.5,2023-10-12
156.77,2023-11-02
351.56,2023-12-07
164.51,2023-08-30
241.96,2023-11-01
325.94,2023-10-27
89.19,2023-09-04
439.56,2023-12-18
423.1,2023-10-02
328.19,2023-10-17
449.64,2023-12-11
397.61,2023-08-03
383.36,2023-11-11
182.18,2023-11-16
59.44,2023-09-10
443.7,2023-12-18
252.62,2023-08-08
422.07,2023-08-09
218.37,2023-11-15
235.94,2023-12-14
451.94,2023-12-07
115.57,2023-12-13
44.37,2023-09-28
446.13,2023-10-10
34.83,2023-12-07
31.08,2023-10-24
297.22,2023-09-09
486.9,2023-10-22
290.35,2023-12-14
472.7,2023-12-02
148.11,2023-11-12
152.65,2023-08-15
296.41,2023-09-10
217.77,2023-09-26
154.43,2023-12-31
462.76,2023-10-08
98.39,2023-11-09
142.62,2023-10-21
306.69,2023-08-19
372.08,2023-12-06
362.02,2023-08-02
221.51,2023-10-18
146.21,2023-11-17
110.73,2023-08-18
330.58,2023-10-02
148.41,2023-08-28
335.76,2023-12-09
315.48,2023-12-28
448.62,2023-09-08
152.19,2023-07-30
354.23,2023-08-24
71,2023-07-31
100.4,2023-11-28
335.78,2023-10-06
473.38,2023-08-30
68.45,2023-10-18
372.8,2023-12-11
407.68,2023-10-03
381.7,2023-10-24
411.64,2023-11-03
236.65,2023-08-24
409.42,2023-12-01
286.89,2023-09-10
71.62,2023-11-09
477.15,2023-11-01
465.13,2023-09-26
356.09,2023-09-15
147.55,2023-11-20
53.27,2023-10-09
266.4,2023-10-15
285.77,2023-09-25
444.7,2023-08-05
193.95,2023-11-12
431.67,2023-08-19
325.85,2023-10-14
134.67,2023-12-04
159.82,2023-08-07
339.67,2023-08-29
117.5,2023-10-21
198.31,2023-12-27
183.07,2023-11-26
210.01,2023-09-05
114.11,2023-08-11
460.15,2023-11-23
220.97,2023-12-13
245.33,2023-08-13
299.08,2023-10-19
192.67,2023-09-08
157.41,2023-10-05
76.88,2023-08-31
460.12,2023-08-20
105.03,2023-10-05
10.22,2023-10-05
149.08,2023-12-29
110.03,2023-10-28
476.4,2023-12-20
73.21,2023-08-08
21.1,2023-12-19
115.54,2023-10-30
286.82,2023-10-03
399.78,2023-11-06
443.38,2023-08-22
492.57,2023-10-04
211.71,2023-11-10
163.07,2023-11-09
187.26,2023-11-01
401.48,2023-10-15
335.77,2023-08-28
256.24,2023-08-15
372.68,2023-08-13
287.93,2023-09-14
21.67,2023-12-10
486.32,2023-10-01
80.28,2023-09-11
473.94,2023-10-26
495.41,2023-08-10
230.93,2023-11-09
368.77,2023-11-14
42.89,2023-12-13
422.04,2023-12-26
355.59,2023-12-21
50.03,2023-09-24
187.1,2023-08-20
151.02,2023-09-24
224.82,2023-08-20
91.08,2023-09-23
404.57,2023-11-15
187.08,2023-09-14
245.04,2023-11-24
307.57,2023-12-04
459.67,2023-11-20
471.83,2023-09-10
494.79,2023-11-06
31.12,2023-08-05
290.35,2023-10-15
356.41,2023-09-08
14.87,2023-11-07
341.6,2023-08-15
468.28,2023-08-13
48.61,2023-08-10
443.7,2023-12-05
278.26,2023-12-11
145.25,2023-12-25
296.43,2023-09-06
108.42,2023-11-18
156.11,2023-08-03
169.24,2023-10-28
303.74,2023-09-25
76.88,2023-09-29
43.09,2023-11-11
342.89,2023-08-19
299.46,2023-08-07
19.17,2023-10-24
67.36,2023-11-19
465.61,2023-11-08
374.09,2023-08-20
254.27,2023-12-15
276.47,2023-08-26
55.43,2023-10-14
173.68,2023-11-30
259.35,2023-10-31
428.27,2023-09-01
409.01,2023-09-17
346.2,2023-10-23
96.35,2023-08-09
487.23,2023-12-20
44.83,2023-08-23
297.51,2023-10-27
72.58,2023-07-31
315.89,2023-09-30
207.41,2023-12-24
401.03,2023-09-17
366.63,2023-10-11
355.45,2023-08-31
425.99,2023-08-17
227.36,2023-09-18
271.7,2023-10-26
135.3,2023-12-26
157.75,2023-11-19
421.86,2023-11-12
223.36,2023-11-26
467.13,2023-08-14
32.16,2023-10-18
310.01,2023-09-07
96.99,2023-09-15
406.25,2023-09-25
71.93,2023-10-21
233.51,2023-11-09
359.64,2023-10-10
276.48,2023-10-07
277.51,2023-09-01
380.16,2023-11-21
404.24,2023-11-30
56.99,2023-11-30
253.34,2023-09-01
290.12,2023-11-22
261.09,2023-08-27
11.75,2023-08-30
296.46,2023-12-23
164.19,2023-12-13
197.2,2023-12-04
218.53,2023-09-07
225.85,2023-08-01
262.36,2023-11-09
288.47,2023-12-16
48.26,2023-11-05
298.83,2023-08-26
145.04,2023-12-27
280.79,2023-08-08
360.82,2023-12-07
64.88,2023-08-29
39.8,2023-09-26
320.17,2023-09-20
305.83,2023-10-19
156.84,2023-11-18
259.19,2023-10-13
251.38,2023-11-12
416.77,2023-11-27
466.31,2023-09-08
57.48,2023-10-22
110.26,2023-12-27
337.62,2023-10-01
50.24,2023-12-22
414.05,2023-12-30
135.11,2023-12-26
369.06,2023-09-08
470.21,2023-12-01
457.81,2023-11-10
41.2,2023-12-31
344.98,2023-11-26
151.65,2023-10-23
186.95,2023-12-27
497.46,2023-12-08
315.09,2023-09-19
345.55,2023-08-10
193.28,2023-12-02
121.1,2023-08-06
208.47,2023-11-18
212.21,2023-09-26
213.05,2023-10-30
401.19,2023-12-10
293.82,2023-07-30
411.03,2023-11-16
73.05,2023-08-01
456.74,2023-10-29
292.92,2023-12-24
261.67,2023-12-12
482.55,2023-08-28
366.83,2023-09-28
347.68,2023-12-05
50.34,2023-10-23
154.29,2023-09-27
489.69,2023-09-01
331.45,2023-08-03
235.64,2023-10-17
460.4,2023-11-14
443.91,2023-08-21
134.84,2023-11-25
87.44,2023-09-12
134.44,2023-11-26
273.61,2023-12-22
486.74,2023-12-07
17.73,2023-08-05
277.87,2023-12-11
309.99,2023-11-05
445.34,2023-12-29
89.7,2023-09-25
268.19,2023-10-08
375.52,2023-11-25
375.83,2023-12-04
373.15,2023-08-12
237.63,2023-11-27
15.02,2023-08-05
214.59,2023-07-30
129.67,2023-09-04
52.3,2023-11-13
71.22,2023-12-25
381.24,2023-12-17
356.89,2023-10-23
140.2,2023-08-22
464.76,2023-10-13
225.66,2023-09-04
405.73,2023-12-26
162.53,2023-10-23
185.95,2023-11-09
362.36,2023-08-06
136.22,2023-11-03
178.42,2023-11-07
94.64,2023-10-21
131.29,2023-12-25
112.9,2023-09-04
404.82,2023-10-10
149.74,2023-09-28
257.47,2023-11-03
341.14,2023-08-18
325.27,2023-10-21
89.8,2023-09-28
49.49,2023-12-25
234.72,2023-11-10
285.73,2023-12-30
378.07,2023-12-30
369.25,2023-10-18
476.16,2023-08-30
264.14,2023-09-15
452.82,2023-11-30
325.72,2023-11-17
451.1,2023-11-22
315.83,2023-11-11
459.44,2023-12-18
479.59,2023-08-02
338.43,2023-08-26
430.44,2023-10-10
398.33,2023-12-25
66.26,2023-09-26
409.08,2023-08-06
287.48,2023-12-04
151.55,2023-12-23
67.1,2023-10-31
324.18,2023-11-12
488.72,2023-09-12
321.07,2023-08-07
15.35,2023-12-09
450,2023-12-29
246.78,2023-08-21
205.44,2023-12-30
185.47,2023-08-23
301.61,2023-10-08
258.03,2023-12-05
233.52,2023-11-21
481.26,2023-12-13
63.48,2023-09-09
440.86,2023-10-03
193.08,2023-11-28
296.69,2023-10-15
488.6,2023-09-17
294.98,2023-10-02
346.42,2023-09-14
420.67,2023-12-06
273.01,2023-09-26
96.01,2023-10-02
322.27,2023-11-26
395.24,2023-11-11
168.57,2023-11-02
284.71,2023-09-03
483.99,2023-12-16
134.68,2023-12-30
239.24,2023-09-27
105.78,2023-08-05
499.66,2023-11-05
177.7,2023-08-12
401.33,2023-09-23
198.79,2023-09-30
118.36,2023-10-23
80.68,2023-09-22
110.14,2023-09-29
386.4,2023-12-21
379.93,2023-08-21
187.48,2023-11-30
457.82,2023-10-09
297.27,2023-08-01
458.3,2023-11-20
38.26,2023-09-13
63.1,2023-08-15
46.63,2023-09-25
27.49,2023-08-18
489.24,2023-12-22
34.3,2023-10-21
217.04,2023-08-13
307.89,2023-11-02
330.95,2023-11-14
123.58,2023-08-01
433.41,2023-10-20
456.86,2023-10-18
296.07,2023-08-11
244.68,2023-10-15
404.83,2023-11-30
31.87,2023-09-18
205,2023-10-30
36.18,2023-08-08
458.88,2023-08-23
414.19,2023-10-10
400.99,2023-11-28
476.85,2023-07-31
494.64,2023-08-02
257.74,2023-08-22
481.7,2023-08-18
212.13,2023-08-16
150.18,2023-12-29
453.88,2023-10-11
259.3,2023-11-23
476.96,2023-11-20
42.08,2023-10-04
378.58,2023-08-30
286.31,2023-11-10
15.6,2023-10-16
433.4,2023-08-13
176.64,2023-11-24
348.85,2023-10-29
369.59,2023-12-16
221.47,2023-11-04
328.79,2023-11-12
465.36,2023-12-06
342.59,2023-10-01
200.16,2023-11-22
242.96,2023-12-06
236.27,2023-09-09
467.89,2023-08-20
192.39,2023-10-13
86.56,2023-11-15
153.32,2023-08-14
281.34,2023-11-10
377.75,2023-12-04
163.06,2023-11-19
133.45,2023-11-07
124.47,2023-09-15
292.46,2023-08-25
281.98,2023-10-20
269.43,2023-10-19
213.2,2023-11-06
360.81,2023-12-10
266.55,2023-12-01
360.75,2023-11-21
69.55,2023-09-16
483.78,2023-12-01
319.16,2023-10-08
215.62,2023-09-28
302.47,2023-12-02
367.46,2023-09-08
18.7,2023-11-29
213.64,2023-08-22
68.94,2023-11-27
130.61,2023-09-11
469.94,2023-11-04
451.4,2023-12-27
444.62,2023-11-17
19.21,2023-07-31
23.39,2023-09-20
426.99,2023-11-15
92.72,2023-10-22
212.66,2023-11-22
190.22,2023-09-18
45.38,2023-11-18
72.55,2023-08-12
207.42,2023-09-28
259,2023-08-28
233.85,2023-10-25
483.54,2023-11-24
367.27,2023-12-18
409.21,2023-12-30
141.86,2023-12-02
26.05,2023-10-10
44.47,2023-08-06
363.49,2023-09-01
353.25,2023-08-27
298.31,2023-10-05
167.73,2023-08-21
224.19,2023-08-03
314.08,2023-11-30
99.67,2023-08-21
170.38,2023-08-10
446.19,2023-09-25
135.97,2023-11-06
121.53,2023-10-02
280.41,2023-08-08
415.52,2023-10-19
87.75,2023-09-12
162.92,2023-11-06
275.46,2023-12-19
379.97,2023-12-21
85.55,2023-11-02
298.83,2023-12-03
150.5,2023-11-07
254.02,2023-10-04
186.16,2023-09-25
61.23,2023-09-02
446.42,2023-12-03
137.7,2023-12-21
184.26,2023-09-23
413.24,2023-12-24
497.65,2023-08-06
260.75,2023-09-30
343.37,2023-08-27
259.09,2023-12-16
420.65,2023-08-18
394.84,2023-08-29
382.86,2023-07-30
310.26,2023-08-30
218.48,2023-10-16
280.31,2023-09-02
221.51,2023-08-13
174.03,2023-10-12
411.43,2023-10-14
105.52,2023-08-13
174.95,2023-12-19
347.82,2023-11-22
483.41,2023-12-06
19.49,2023-09-27
105.82,2023-11-04
127.87,2023-11-22
195.13,2023-09-03
480.6,2023-08-03
349.49,2023-12-28
186.71,2023-10-01
362.12,2023-12-20
66.71,2023-08-01
410.67,2023-08-20
391.54,2023-12-19
100.36,2023-11-14
215.51,2023-11-20
383.46,2023-08-01
312.21,2023-10-27
185.95,2023-10-31
474.89,2023-08-16
340.19,2023-09-19
82.35,2023-12-29
433.29,2023-09-09
59.91,2023-12-15
406.67,2023-10-03
47.87,2023-08-17
226.4,2023-12-01
249.65,2023-10-29
494.75,2023-08-16
438.16,2023-11-28
164.5,2023-12-05
193.89,2023-10-31
392.36,2023-12-11
104.69,2023-11-01
209.44,2023-12-19
225.04,2023-11-29
418.26,2023-09-28
389.52,2023-11-29
253.95,2023-12-14
124.91,2023-11-02
425.35,2023-08-15
192.91,2023-11-18
401.25,2023-12-30
417.41,2023-10-25
193.31,2023-10-03
323.11,2023-10-07
19.05,2023-12-25
244.17,2023-11-19
490.57,2023-11-04
96.46,2023-12-02
482.91,2023-08-03
364.66,2023-08-05
241.84,2023-12-12
159.2,2023-12-09
168.6,2023-08-03
199.19,2023-09-07
323.36,2023-08-25
409,2023-11-03
147.01,2023-11-18
63.16,2023-09-04
383.45,2023-10-07
106.29,2023-09-21
10.94,2023-11-11
237.73,2023-08-08
297.73,2023-11-13
319.59,2023-09-15
370.4,2023-12-19
181.48,2023-08-04
129.55,2023-11-25
214.73,2023-08-06
115,2023-09-02
461.9,2023-12-19
366.83,2023-08-12
388.74,2023-08-31
30.11,2023-11-08
250.96,2023-12-29
146.19,2023-09-07
318.63,2023-07-31
91.75,2023-12-29
193.4,2023-08-04
216,2023-09-13
414.82,2023-10-21
440.99,2023-12-22
201.26,2023-08-05
77.14,2023-12-14
370.06,2023-12-12
474.49,2023-08-13
18.86,2023-12-20
118.21,2023-09-03
425.61,2023-10-31
172.75,2023-10-02
37.17,2023-12-14
11.02,2023-11-08
102.26,2023-08-11
88.52,2023-11-14
335.07,2023-08-04
229.76,2023-08-06
260.79,2023-10-14
20.2,2023-11-09
60.65,2023-10-18
354.98,2023-10-14
323.24,2023-08-13
318.12,2023-08-05
303.11,2023-09-20
355.3,2023-10-01
45.04,2023-12-14
273.5,2023-10-12
316.39,2023-12-30
337.68,2023-10-22
165.52,2023-09-04
314.82,2023-09-09
169.84,2023-12-12
178.94,2023-09-10
325.32,2023-11-11
403.98,2023-10-11
39.89,2023-11-15
229.74,2023-12-05
245.28,2023-11-17
388.45,2023-12-08
402.39,2023-10-25
143.96,2023-10-10
291.32,2023-10-27
379.79,2023-09-27
114.88,2023-10-02
317.06,2023-09-15
115.5,2023-09-24
103.22,2023-11-17
230.75,2023-11-07
402.96,2023-12-31
98.02,2023-12-19
452.49,2023-11-23
221.86,2023-11-02
101.69,2023-11-04
488.81,2023-07-30
182.28,2023-10-12
11.41,2023-09-26
317.7,2023-10-21
122.55,2023-12-24
213.49,2023-11-04
101.65,2023-10-02
243.2,2023-11-06
189.05,2023-09-18
92.45,2023-08-19
320.18,2023-09-22
305.51,2023-08-07
252.04,2023-09-25
449.44,2023-12-20
245.72,2023-08-10
499.31,2023-09-23
366.23,2023-07-30
498.79,2023-10-22
160,2023-11-02
360.71,2023-09-06
473.38,2023-12-27
45.07,2023-11-25
155.19,2023-11-28
242.1,2023-10-31
395.95,2023-09-20
219.31,2023-08-19
218.38,2023-11-05
458.42,2023-08-30
205.14,2023-08-02
233.3,2023-12-05
171.66,2023-10-09
148.44,2023-08-18
255.6,2023-10-23
249.68,2023-12-03
128.01,2023-10-23
375.1,2023-08-11
63.78,2023-12-09
53.38,2023-10-04
367.4,2023-08-27
391.29,2023-11-07
244.72,2023-08-13
209.5,2023-10-18
55.44,2023-08-08
443.38,2023-10-14
485.58,2023-10-06
481,2023-11-05
228.49,2023-08-27
346.08,2023-09-05
63.23,2023-08-01
288.96,2023-11-24
95.37,2023-08-28
470.09,2023-12-20
180.34,2023-08-17
47.49,2023-09-30
73.24,2023-11-01
206.45,2023-09-11
192.12,2023-09-14
204.67,2023-11-21
87,2023-11-23
405.11,2023-10-04
138.81,2023-08-31
206.14,2023-11-30
343.54,2023-09-01
374.65,2023-10-03
377.08,2023-08-10
490.5,2023-08-24
22.58,2023-09-05
459.74,2023-09-24
43.05,2023-12-28
439.3,2023-09-27
211.12,2023-10-30
383.1,2023-09-24
338.22,2023-09-05
243.98,2023-09-08
146.3,2023-12-01
44.84,2023-10-24
209.68,2023-10-28
210.3,2023-08-27
70.66,2023-08-01
310.53,2023-10-04
342.61,2023-12-14
326.15,2023-10-03
361.05,2023-09-20
228.25,2023-10-05
136.67,2023-08-22
254.38,2023-08-13
40.86,2023-12-13
228.29,2023-10-07
416.53,2023-10-14
284.66,2023-11-19
302.3,2023-09-02
282.15,2023-09-07
435.17,2023-12-14
38.58,2023-09-07
458.32,2023-11-12
87.89,2023-09-01
322.1,2023-11-14
430.24,2023-08-06
405.27,2023-08-09
133.7,2023-09-08
276.93,2023-09-07
107.31,2023-11-11
174.98,2023-11-04
265.89,2023-09-01
255.67,2023-12-06
445.25,2023-11-06
227.98,2023-08-28
459.96,2023-07-31
89.98,2023-12-06
358.74,2023-12-12
105.59,2023-11-29
479.66,2023-10-01
360.21,2023-11-03
222.65,2023-08-23
476.38,2023-09-23
343.79,2023-10-04
56.61,2023-11-14
183.46,2023-08-26
347.08,2023-10-16
149.13,2023-09-02
448.19,2023-09-30
456.22,2023-08-12
472.1,2023-12-09
392.83,2023-12-15
375.51,2023-08-24
62.98,2023-08-28
92.66,2023-08-05
394.76,2023-08-19
63.74,2023-08-17
437.2,2023-11-04
145.07,2023-08-06
92.4,2023-12-19
31.84,2023-09-25
402.63,2023-11-26
347.48,2023-12-13
338.91,2023-08-11
75.8,2023-10-24
241.74,2023-11-03
113.27,2023-09-01
17.88,2023-11-22
230.61,2023-09-18
198.7,2023-08-08
294.36,2023-09-29
177.25,2023-10-01
388.46,2023-10-24
414.15,2023-08-12
306.19,2023-10-17
442.73,2023-09-26
433.22,2023-10-12
444.4,2023-10-27
